trade_date,ticker,open_price,high_price,low_price,close_price,volume,daily_change_pct
2021-11-15,BBCA.JK,6819.415275065105,6819.415275065105,6707.62158203125,6707.62158203125,67344200,-1.6393
2021-11-16,BBCA.JK,6618.185997596154,6685.26220703125,6551.109788161058,6685.26220703125,98616900,1.0135
2021-11-17,BBCA.JK,6730.130820699257,6797.43212890625,6662.829512492265,6797.43212890625,61968100,1.0
2021-11-18,BBCA.JK,6662.829766350824,6730.131077122044,6640.39599609375,6640.39599609375,78839600,-0.3367
2021-11-19,BBCA.JK,6662.82861328125,6685.262379655935,6617.961080531882,6662.82861328125,68203700,0.0
2021-11-22,BBCA.JK,6662.828755356396,6752.563822768604,6640.394988503344,6707.6962890625,66328300,0.6734
2021-11-23,BBCA.JK,6640.394988503344,6730.130055915552,6640.394988503344,6707.6962890625,43477500,1.0135
2021-11-24,BBCA.JK,6797.431356474707,6797.431356474707,6662.828755356396,6707.6962890625,35181400,-1.3201
2021-11-25,BBCA.JK,6685.262379655935,6752.563678779988,6662.82861328125,6662.82861328125,40216100,-0.3356
2021-11-26,BBCA.JK,6640.3949071091065,6685.262440265249,6505.792307640679,6528.22607421875,113288400,-1.6892
2021-11-29,BBCA.JK,6528.227144808382,6662.829766350824,6438.492063780089,6640.39599609375,87907900,1.7182
2021-11-30,BBCA.JK,6573.093607374893,6662.828673687178,6528.22607421875,6528.22607421875,144923700,-0.6826
2021-12-01,BBCA.JK,6528.226875200664,6685.263260514769,6528.226875200664,6550.66064453125,76538100,0.3436
2021-12-02,BBCA.JK,6617.961051432291,6730.1298828125,6550.659752604167,6730.1298828125,66831000,1.6949
2021-12-03,BBCA.JK,6752.564529263771,6752.564529263771,6595.528144862288,6617.9619140625,63283700,-1.9934
2021-12-06,BBCA.JK,6685.262904575893,6707.696672712053,6595.52783203125,6595.52783203125,56944100,-1.3423
2021-12-07,BBCA.JK,6685.262904575893,6707.696672712053,6595.52783203125,6595.52783203125,51258200,-1.3423
2021-12-08,BBCA.JK,6685.262379655935,6707.696146030619,6640.394846906566,6662.82861328125,74775000,-0.3356
2021-12-09,BBCA.JK,6640.395368303572,6685.262904575893,6595.52783203125,6595.52783203125,54886400,-0.6757
2021-12-10,BBCA.JK,6573.094375662076,6617.9619140625,6528.226837261653,6617.9619140625,91092400,0.6826
2021-12-13,BBCA.JK,6617.961952523009,6640.395721853596,6550.66064453125,6550.66064453125,59977100,-1.0169
2021-12-14,BBCA.JK,6550.66064453125,6617.961952523009,6528.226875200664,6550.66064453125,49763600,0.0
2021-12-15,BBCA.JK,6550.66064453125,6617.961952523009,6528.226875200664,6550.66064453125,52477600,0.0
2021-12-16,BBCA.JK,6617.961140531035,6640.3949071091065,6528.22607421875,6528.22607421875,95171400,-1.3559
2021-12-17,BBCA.JK,6573.093518880209,6730.1298828125,6550.659752604167,6730.1298828125,107096800,2.3891
2021-12-20,BBCA.JK,6595.528144862288,6640.395683262712,6573.094375662076,6617.9619140625,74753000,0.3401
2021-12-21,BBCA.JK,6573.094375662076,6640.395683262712,6573.094375662076,6617.9619140625,52386100,0.6826
2021-12-22,BBCA.JK,6662.828818259385,6662.828818259385,6573.09375,6573.09375,33232000,-1.3468
2021-12-23,BBCA.JK,6573.094413861836,6595.528183192423,6550.66064453125,6550.66064453125,37136400,-0.3413
2021-12-24,BBCA.JK,6550.66064453125,6595.528183192423,6550.66064453125,6550.66064453125,30802100,0.0
2021-12-27,BBCA.JK,6550.660295758928,6595.52783203125,6550.660295758928,6595.52783203125,20722100,0.6849
2021-12-28,BBCA.JK,6617.96160016741,6640.395368303572,6573.09406389509,6595.52783203125,39343800,-0.339
2021-12-29,BBCA.JK,6595.528183192423,6617.961952523009,6550.66064453125,6550.66064453125,42079500,-0.6803
2021-12-30,BBCA.JK,6595.528183192423,6595.528183192423,6550.66064453125,6550.66064453125,49954700,-0.6803
2022-01-03,BBCA.JK,6573.09375,6640.3950511945395,6550.6599829351535,6573.09375,54287400,0.0
2022-01-04,BBCA.JK,6573.09468532253,6685.263536607897,6573.09468532253,6640.39599609375,70624000,1.0239
2022-01-05,BBCA.JK,6685.26220703125,6752.5635044174705,6617.9609096450295,6685.26220703125,76164900,0.0
2022-01-06,BBCA.JK,6730.130055915552,6752.563822768604,6662.828755356396,6707.6962890625,63657100,-0.3333
2022-01-07,BBCA.JK,6774.997839435254,6909.600445516749,6730.130304074755,6864.73291015625,143433300,1.3245
2022-01-10,BBCA.JK,6797.430980481599,6864.732277318051,6774.99721486945,6819.86474609375,45351900,0.33
2022-01-11,BBCA.JK,6864.732564554586,6909.60009765625,6842.298798003753,6909.60009765625,110334600,0.6536
2022-01-12,BBCA.JK,6909.60009765625,6909.60009765625,6864.732564554586,6909.60009765625,62606000,0.0
2022-01-13,BBCA.JK,6909.60009765625,6954.467630757914,6864.732564554586,6909.60009765625,50025200,0.0
2022-01-14,BBCA.JK,6909.6005175159235,7044.203125,6864.732981687898,7044.203125,65898700,1.9481
2022-01-17,BBCA.JK,7089.070873235886,7089.070873235886,6909.600724546371,6954.46826171875,63902600,-1.8987
2022-01-18,BBCA.JK,6976.901077717834,6976.901077717834,6774.997188008957,6887.166015625,71476300,-1.2862
2022-01-19,BBCA.JK,6864.732250101792,6932.033546671417,6797.430953532165,6887.166015625,60389700,0.3268
2022-01-20,BBCA.JK,6932.03431942072,6976.90185546875,6842.299247324659,6976.90185546875,59925500,0.6472
2022-01-21,BBCA.JK,6976.902095002948,7133.9384765625,6909.600788620283,7133.9384765625,63370500,2.2508
2022-01-24,BBCA.JK,7021.769216684195,7044.20298414964,6976.901681753306,6999.33544921875,40278300,-0.3195
2022-01-25,BBCA.JK,6887.166783372689,6976.90185546875,6842.299247324659,6976.90185546875,106796900,1.3029
2022-01-26,BBCA.JK,6909.60009765625,6954.467630757914,6864.732564554586,6909.60009765625,53350200,0.0
2022-01-27,BBCA.JK,6842.299076960638,6999.33544921875,6842.299076960638,6999.33544921875,71945100,2.2951
2022-01-28,BBCA.JK,6999.335623492766,7021.769391516781,6909.600551396705,6976.90185546875,70595000,-0.3205
2022-01-31,BBCA.JK,6976.901428022541,6976.901428022541,6842.298828125,6842.298828125,68122000,-1.9293
2022-02-02,BBCA.JK,6976.901681753306,6999.33544921875,6887.166611891526,6999.33544921875,65308100,0.3215
2022-02-03,BBCA.JK,6999.334989381067,7021.768755372674,6909.599925414644,6932.03369140625,35100600,-0.9615
2022-02-04,BBCA.JK,6954.4674573978555,6999.334989381067,6909.599925414644,6932.03369140625,39324700,-0.3226
2022-02-07,BBCA.JK,6976.901681753306,6999.33544921875,6909.600379356972,6999.33544921875,56813200,0.3215
2022-02-08,BBCA.JK,6954.4674573978555,7044.20252136428,6932.03369140625,6932.03369140625,61883100,-0.3226
2022-02-09,BBCA.JK,7044.203401385613,7133.9384765625,6999.33586379717,7133.9384765625,108922200,1.2739
2022-02-10,BBCA.JK,7133.938410408266,7133.938410408266,6954.46826171875,6954.46826171875,93277000,-2.5157
2022-02-11,BBCA.JK,6887.167399348542,7021.77001953125,6864.733629318091,7021.77001953125,71968800,1.9544
2022-02-14,BBCA.JK,6954.467630757914,6976.901397308746,6909.60009765625,6909.60009765625,57710700,-0.6452
2022-02-15,BBCA.JK,6954.467881944444,7066.63671875,6932.034114583334,7066.63671875,55617000,1.6129
2022-02-16,BBCA.JK,7044.202748457093,7156.37158203125,7021.768981742261,7156.37158203125,77055100,1.5924
2022-02-17,BBCA.JK,7044.203749258308,7111.505058964597,6999.336209454114,7089.0712890625,48704600,0.6369
2022-02-18,BBCA.JK,7133.937672515773,7133.937672515773,7044.202607452681,7111.50390625,56813400,-0.3145
2022-02-21,BBCA.JK,7111.504707768278,7156.372245356722,7089.070938974057,7133.9384765625,43821700,0.3155
2022-02-22,BBCA.JK,7089.0712890625,7133.938828866693,7044.203749258308,7089.0712890625,80095500,0.0
2022-02-23,BBCA.JK,7089.070731026785,7268.540876116072,7066.636962890625,7223.67333984375,99240300,1.8987
2022-02-24,BBCA.JK,7290.974502563477,7313.4082702636715,7111.504360961914,7178.8056640625,124947700,-1.5385
2022-02-25,BBCA.JK,7133.938267299107,7335.842180524553,7111.504499162947,7223.67333984375,135899900,1.2579
2022-03-01,BBCA.JK,7178.805803571428,7335.842180524553,7178.805803571428,7223.67333984375,136616800,0.625
2022-03-02,BBCA.JK,7380.709249179565,7380.709249179565,7156.37158203125,7156.37158203125,100301000,-3.0395
2022-03-04,BBCA.JK,7156.37259876879,7201.240138572983,7089.0712890625,7089.0712890625,132983400,-0.9404
2022-03-07,BBCA.JK,6999.335163859578,7044.202696961242,6909.60009765625,6909.60009765625,130990900,-1.2821
2022-03-08,BBCA.JK,6909.600445516749,7044.203051598243,6864.73291015625,6864.73291015625,119256500,-0.6494
2022-03-09,BBCA.JK,6909.6005175159235,7133.938196656051,6864.732981687898,7044.203125,132814500,1.9481
2022-03-10,BBCA.JK,7111.50390625,7156.371438781545,6999.335074921135,7111.50390625,86484000,0.0
2022-03-11,BBCA.JK,6932.034557414505,7133.9384765625,6932.034557414505,7133.9384765625,61053900,2.9126
2022-03-14,BBCA.JK,7223.673165997485,7268.540701190016,7133.938095612422,7246.10693359375,78432100,0.3106
2022-03-15,BBCA.JK,7313.40771484375,7358.275246836656,7246.10641685439,7313.40771484375,111214500,0.0
2022-03-16,BBCA.JK,7425.576689929497,7425.576689929497,7246.106558450839,7358.275390625,149761300,-0.9063
2022-03-17,BBCA.JK,7448.010876464844,7448.010876464844,7178.8056640625,7178.8056640625,132439400,-3.6145
2022-03-18,BBCA.JK,7178.8063686708865,7268.541448279273,7089.0712890625,7089.0712890625,143981700,-1.25
2022-03-21,BBCA.JK,6999.336209454114,7133.938828866693,6999.336209454114,7089.0712890625,85485500,1.2821
2022-03-22,BBCA.JK,7089.070139984226,7133.937672515773,7066.636373718454,7111.50390625,60010900,0.3165
2022-03-23,BBCA.JK,7111.505058964597,7133.938828866693,7021.769979356211,7089.0712890625,82208000,-0.3155
2022-03-24,BBCA.JK,7044.202607452681,7133.937672515773,6999.335074921135,7111.50390625,95245100,0.9554
2022-03-25,BBCA.JK,7089.070938974057,7133.9384765625,7089.070938974057,7133.9384765625,85101200,0.6329
2022-03-28,BBCA.JK,7129.382591537283,7197.71533203125,7106.605011372627,7197.71533203125,83911500,0.9585
2022-03-29,BBCA.JK,7174.9382262017325,7197.715807872214,7129.383062860768,7152.16064453125,62180600,-0.3175
2022-03-30,BBCA.JK,7197.715569196429,7197.715569196429,7129.382826450893,7174.93798828125,71430600,-0.3165
2022-03-31,BBCA.JK,7220.492692618534,7288.825431034483,7174.937533674569,7266.0478515625,112691900,0.6309
2022-04-01,BBCA.JK,7357.15815229446,7357.15815229446,7152.159937524645,7220.49267578125,105575400,-1.8576
2022-04-04,BBCA.JK,7220.492912195907,7220.492912195907,7129.382591537283,7197.71533203125,57321200,-0.3155
2022-04-05,BBCA.JK,7197.71533203125,7197.71533203125,7152.160171701938,7197.71533203125,48528300,0.0
2022-04-06,BBCA.JK,7129.383037739415,7152.160619329637,7061.05029296875,7061.05029296875,119263000,-0.9585
2022-04-07,BBCA.JK,7038.272711378528,7129.383037739415,7015.495129788306,7061.05029296875,68619400,0.3236
2022-04-08,BBCA.JK,7106.605481190287,7174.9382262017325,7083.827899519805,7152.16064453125,69791600,0.641
2022-04-11,BBCA.JK,7129.382289454389,7174.937447853458,7038.27197265625,7038.27197265625,62776200,-1.278
2022-04-12,BBCA.JK,7038.2722402719355,7106.60498046875,7015.49466020633,7106.60498046875,73471300,0.9709
2022-04-13,BBCA.JK,7106.60498046875,7152.16014059996,7061.04982033754,7106.60498046875,57622100,0.0
2022-04-14,BBCA.JK,7106.60445413961,7106.60445413961,7015.494140625,7015.494140625,93342900,-1.2821
2022-04-18,BBCA.JK,7015.494140625,7038.271719003652,6947.1614054890415,7015.494140625,68464700,0.0
2022-04-19,BBCA.JK,7015.49435835041,7015.49435835041,6947.16162109375,6947.16162109375,98632000,-0.974
2022-04-20,BBCA.JK,7038.272192861519,7038.272192861519,6947.161873212826,6969.939453125,124388800,-0.9709
2022-04-21,BBCA.JK,7106.6047786869085,7220.49267578125,7061.049619849172,7220.49267578125,129323400,1.6026
2022-04-22,BBCA.JK,7152.160407366072,7220.493150111607,7106.605245535715,7174.93798828125,85956100,0.3185
2022-04-25,BBCA.JK,7174.937301635742,7288.8251953125,7129.382144165039,7288.8251953125,91279600,1.5873
2022-04-26,BBCA.JK,7220.492741887019,7402.71337890625,7220.492741887019,7402.71337890625,128360900,2.5237
2022-04-27,BBCA.JK,7357.158965320122,7471.046875,7357.158965320122,7471.046875,89463100,1.548
2022-04-28,BBCA.JK,7516.601277043269,7516.601277043269,7357.158219651442,7402.71337890625,133730600,-1.5152
2022-05-09,BBCA.JK,7174.937655800268,7197.715235659951,6924.38427734375,6924.38427734375,456796600,-3.4921
2022-05-10,BBCA.JK,6605.498841751453,6924.384992732558,6605.498841751453,6856.05224609375,268445700,3.7931
2022-05-11,BBCA.JK,6856.051553564133,7015.494612949346,6787.718813827614,6969.939453125,156535200,1.6611
2022-05-12,BBCA.JK,6856.05168230509,6878.829262644975,6628.27587890625,6628.27587890625,240529600,-3.3223
2022-05-13,BBCA.JK,6605.497346949659,6810.495540475683,6605.497346949659,6673.830078125,212968600,1.0345
2022-05-17,BBCA.JK,6628.275676005595,6810.496313146643,6628.275676005595,6742.16357421875,159657600,1.7182
2022-05-18,BBCA.JK,6833.27419167698,6901.60693359375,6719.386288482364,6901.60693359375,153514300,1.0
2022-05-19,BBCA.JK,6742.163590604027,6810.496329697987,6719.386010906041,6787.71875,140908900,0.6757
2022-05-20,BBCA.JK,6764.941153861381,6810.496313146643,6742.16357421875,6742.16357421875,86520200,-0.3367
2022-05-23,BBCA.JK,6787.718971795551,6810.496552237818,6696.608650026483,6719.38623046875,71603500,-1.0067
2022-05-24,BBCA.JK,6673.830818850978,6810.496296370111,6673.830818850978,6696.6083984375,108710800,0.3413
2022-05-25,BBCA.JK,6742.163810911016,6787.718971795551,6696.608650026483,6719.38623046875,76747400,-0.3378
2022-05-27,BBCA.JK,6856.051772315904,6901.60693359375,6810.4966110380565,6901.60693359375,84336900,0.6645
2022-05-30,BBCA.JK,6901.60693359375,6924.384514232674,6810.4966110380565,6901.60693359375,105411400,0.0
2022-05-31,BBCA.JK,6924.384803427419,7061.05029296875,6856.052058656754,7061.05029296875,286292700,1.9737
2022-06-02,BBCA.JK,6947.162094871596,6992.717256149443,6856.051772315904,6901.60693359375,149226300,-0.6557
2022-06-03,BBCA.JK,6924.38427734375,6992.7170169228,6901.606697484067,6924.38427734375,80563100,0.0
2022-06-06,BBCA.JK,6878.829068791946,6901.606648489933,6764.941170302013,6787.71875,81140300,-1.3245
2022-06-07,BBCA.JK,6651.053489141949,6810.496552237818,6651.053489141949,6719.38623046875,129242500,1.0274
2022-06-08,BBCA.JK,6833.273957905017,6924.38427734375,6764.9412183259665,6924.38427734375,108910500,1.3333
2022-06-09,BBCA.JK,6833.2744140625,6901.607158203125,6833.2744140625,6833.2744140625,107828300,0.0
2022-06-10,BBCA.JK,6742.163557610545,6787.718716783588,6696.6083984375,6696.6083984375,111768600,-0.6757
2022-06-13,BBCA.JK,6651.053239264455,6742.163557610545,6628.275659677934,6696.6083984375,85539500,0.6849
2022-06-14,BBCA.JK,6651.053255648227,6742.16357421875,6605.498096362965,6742.16357421875,80865100,1.3699
2022-06-15,BBCA.JK,6651.052501066552,6719.385232241894,6651.052501066552,6673.830078125,130367100,0.3425
2022-06-16,BBCA.JK,6742.1638691212875,6924.384514232674,6719.386288482364,6901.60693359375,132666300,2.3649
2022-06-17,BBCA.JK,6764.9416699218755,6878.829576822916,6764.9416699218755,6833.2744140625,117839400,1.0101
2022-06-20,BBCA.JK,6924.384042008197,6969.939200179303,6833.273725665984,6947.16162109375,88138700,0.3289
2022-06-21,BBCA.JK,6924.384293300654,6969.939453125,6878.829133476307,6969.939453125,44295700,0.6579
2022-06-22,BBCA.JK,6947.162320963542,6969.93990234375,6833.2744140625,6833.2744140625,53041800,-1.6393
2022-06-23,BBCA.JK,6787.719499454942,6901.607410519622,6787.719499454942,6856.05224609375,60443000,1.0067
2022-06-24,BBCA.JK,6924.383988294314,6924.383988294314,6810.49609375,6810.49609375,57956600,-1.6447
2022-06-27,BBCA.JK,6810.496296370111,6833.273875956633,6696.6083984375,6696.6083984375,76354100,-1.6722
2022-06-28,BBCA.JK,6651.0537109375,6742.164035744863,6651.0537109375,6651.0537109375,146078100,0.0
2022-06-29,BBCA.JK,6673.831039586018,6742.163780605671,6628.27587890625,6628.27587890625,98517800,-0.6826
2022-06-30,BBCA.JK,6651.053205818966,6742.163523706897,6605.498046875,6605.498046875,101343900,-0.6849
2022-07-01,BBCA.JK,6651.053205818966,6673.830785290948,6605.498046875,6605.498046875,68738800,-0.6849
2022-07-04,BBCA.JK,6605.497977615249,6628.275556848404,6377.722185283688,6423.27734375,102238600,-2.7586
2022-07-05,BBCA.JK,6468.832570043103,6673.830785290948,6468.832570043103,6605.498046875,69172900,2.1127
2022-07-06,BBCA.JK,6651.0537109375,6673.831292139341,6537.165804928297,6651.0537109375,66801100,0.0
2022-07-07,BBCA.JK,6582.720912879621,6605.498493893046,6468.8330078125,6468.8330078125,86126800,-1.7301
2022-07-08,BBCA.JK,6491.61011595826,6537.16527466674,6446.054957249781,6514.3876953125,64312400,0.3509
2022-07-11,BBCA.JK,6559.942598684211,6559.942598684211,6491.60986328125,6491.60986328125,36830800,-1.0417
2022-07-12,BBCA.JK,6537.166015625,6605.498761432927,6514.388433689024,6537.166015625,34269000,0.0
2022-07-13,BBCA.JK,6468.832979910714,6491.610560825893,6377.72265625,6377.72265625,71988200,-1.4085
2022-07-14,BBCA.JK,6400.50048828125,6468.83323370774,6377.72290647242,6400.50048828125,83316300,0.0
2022-07-15,BBCA.JK,6468.832979910714,6468.832979910714,6377.72265625,6377.72265625,57419900,-1.4085
2022-07-18,BBCA.JK,6400.499798541303,6514.3876953125,6400.499798541303,6514.3876953125,60077700,1.7794
2022-07-19,BBCA.JK,6468.833269817073,6537.166015625,6468.833269817073,6537.166015625,59641000,1.0563
2022-07-20,BBCA.JK,6559.9429370777025,6742.16357421875,6537.165357435072,6742.16357421875,105792900,2.7778
2022-07-21,BBCA.JK,6742.16357421875,6742.16357421875,6605.498096362965,6742.16357421875,64337100,0.0
2022-07-22,BBCA.JK,6742.162809300341,6742.162809300341,6651.052501066552,6673.830078125,38956500,-1.0135
2022-07-25,BBCA.JK,6696.608873341182,6719.386454543022,6651.0537109375,6651.0537109375,31247600,-0.6803
2022-07-26,BBCA.JK,6605.498548533819,6719.386454543022,6605.498548533819,6651.0537109375,44379900,0.6897
2022-07-27,BBCA.JK,6673.830078125,6696.607655183447,6628.274924008106,6673.830078125,58465500,0.0
2022-07-28,BBCA.JK,6719.385978024022,6787.718716783588,6673.830818850978,6696.6083984375,86909700,-0.339
2022-07-29,BBCA.JK,6742.163557610545,6810.496296370111,6696.6083984375,6696.6083984375,131553000,-0.6757
2022-08-01,BBCA.JK,6696.60892578125,6833.2744140625,6696.60892578125,6833.2744140625,104841600,2.0408
2022-08-02,BBCA.JK,6924.38427734375,6947.161857203434,6833.273957905017,6924.38427734375,106466900,0.0
2022-08-03,BBCA.JK,6947.16162109375,6947.16162109375,6901.606462922644,6947.16162109375,60170600,0.0
2022-08-04,BBCA.JK,6992.717080140726,7106.60498046875,6969.93950007512,7106.60498046875,164221000,1.6287
2022-08-05,BBCA.JK,7129.382826450893,7174.93798828125,7038.272502790179,7174.93798828125,118734200,0.639
2022-08-08,BBCA.JK,7174.93798828125,7220.493150111607,7061.050083705357,7174.93798828125,84328900,0.0
2022-08-09,BBCA.JK,7174.937751866594,7266.048072525218,7174.937751866594,7197.71533203125,92875800,0.3175
2022-08-10,BBCA.JK,7106.605011372627,7197.71533203125,7038.27227087866,7197.71533203125,104376300,1.2821
2022-08-11,BBCA.JK,7152.160186959513,7243.2705078125,7129.382606746266,7243.2705078125,73204700,1.2739
2022-08-12,BBCA.JK,7220.49267578125,7266.047834618987,7152.159937524645,7220.49267578125,59381200,0.0
2022-08-15,BBCA.JK,7243.2705078125,7266.048088025747,7197.715347386006,7243.2705078125,81411000,0.0
2022-08-16,BBCA.JK,7243.270272090517,7266.0478515625,7152.159954202586,7266.0478515625,83556700,0.3145
2022-08-18,BBCA.JK,7197.714880371093,7311.602774047851,7174.937301635742,7288.8251953125,86136900,1.2658
2022-08-19,BBCA.JK,7334.380813019186,7334.380813019186,7197.71533203125,7197.71533203125,58194900,-1.8634
2022-08-22,BBCA.JK,7152.15972290039,7288.8251953125,7129.382144165039,7288.8251953125,97293300,1.9108
2022-08-23,BBCA.JK,7288.825652689874,7288.825652689874,7197.71533203125,7197.71533203125,71671800,-1.25
2022-08-24,BBCA.JK,7243.2705078125,7311.603248452241,7197.715347386006,7243.2705078125,108892400,0.0
2022-08-25,BBCA.JK,7288.8254643962855,7379.935782701239,7197.715146091332,7357.158203125,99503500,0.9375
2022-08-26,BBCA.JK,7311.602774047851,7402.713088989258,7288.8251953125,7288.8251953125,80472400,-0.3115
2022-08-29,BBCA.JK,7288.82476993865,7425.490234375,7243.269615126534,7425.490234375,57762100,1.875
2022-08-30,BBCA.JK,7379.935815653669,7539.378873399273,7357.158235975726,7448.2685546875,124467000,0.9259
2022-08-31,BBCA.JK,7357.158965320122,7493.824456935976,7334.381383384147,7471.046875,137659900,1.548
2022-09-01,BBCA.JK,7425.490234375,7516.600543999233,7402.712656968942,7425.490234375,74960800,0.0
2022-09-02,BBCA.JK,7425.490991285144,7493.82373046875,7425.490991285144,7493.82373046875,71430600,0.9202
2022-09-05,BBCA.JK,7493.824232026529,7562.15697578361,7471.0466507741685,7539.37939453125,62906000,0.6079
2022-09-06,BBCA.JK,7562.15697578361,7607.712138288331,7516.6018132788895,7539.37939453125,67079900,-0.3012
2022-09-07,BBCA.JK,7516.601358442164,7630.4892578125,7516.601358442164,7630.4892578125,117931700,1.5152
2022-09-08,BBCA.JK,7653.266092814371,7744.376403443114,7607.7109375,7607.7109375,132777400,-0.5952
2022-09-09,BBCA.JK,7744.377157182836,7744.377157182836,7539.378938316231,7630.4892578125,91234600,-1.4706
2022-09-12,BBCA.JK,7584.934098064366,7676.044417560634,7584.934098064366,7630.4892578125,52395300,0.6006
2022-09-13,BBCA.JK,7630.489305065525,7812.709945186492,7630.489305065525,7767.15478515625,124485200,1.791
2022-09-14,BBCA.JK,7630.488575654872,7881.041931870405,7630.488575654872,7744.37646484375,116642400,1.4925
2022-09-15,BBCA.JK,7744.377036830358,8086.040729631696,7744.377036830358,7972.15283203125,190404800,2.9412
2022-09-16,BBCA.JK,7926.598072300296,7949.375652967825,7698.822265624999,7698.822265625,363127600,-2.8736
2022-09-19,BBCA.JK,7721.599902908237,7972.15329208815,7698.822322073699,7881.04296875,102530600,2.0649
2022-09-20,BBCA.JK,7789.93310546875,7881.0434341876835,7789.93310546875,7789.93310546875,89238400,0.0
2022-09-21,BBCA.JK,7767.15427815035,7835.48701373525,7676.04396403715,7721.59912109375,90933700,-0.5865
2022-09-22,BBCA.JK,7630.488806980549,7767.15427815035,7630.488806980549,7721.59912109375,61908500,1.194
2022-09-23,BBCA.JK,7630.4892578125,7721.599577308769,7630.4892578125,7630.4892578125,60567600,0.0
2022-09-26,BBCA.JK,7471.045739057864,7744.376680730712,7471.045739057864,7676.0439453125,106228200,2.7439
2022-09-27,BBCA.JK,7630.489479892225,7698.822221503201,7562.15673828125,7562.15673828125,89567100,-0.8955
2022-09-28,BBCA.JK,7516.601826435811,7676.044895481418,7516.601826435811,7584.9345703125,89153400,0.9091
2022-09-29,BBCA.JK,7584.934098064366,7698.821997434701,7584.934098064366,7630.4892578125,62643700,0.6006
2022-09-30,BBCA.JK,7630.490030210618,7812.710687648484,7539.379701491685,7789.93310546875,176524800,2.0896
2022-10-03,BBCA.JK,7698.821309168199,7767.154042681526,7698.821309168199,7744.37646484375,115079600,0.5917
2022-10-04,BBCA.JK,7767.155523289017,7858.26585200795,7767.155523289017,7789.93310546875,80524500,0.2933
2022-10-05,BBCA.JK,7767.155007627588,7789.932588295118,7676.04468495747,7698.822265625,63788000,-0.8798
2022-10-06,BBCA.JK,7721.599102257975,7744.376680730712,7676.0439453125,7676.0439453125,43967400,-0.59
2022-10-07,BBCA.JK,7584.934784679878,7630.48994855183,7471.046875,7471.046875,112043400,-1.5015
2022-10-10,BBCA.JK,7425.4912550593,7630.489479892225,7402.713674522308,7562.15673828125,80238200,1.8405
2022-10-11,BBCA.JK,7471.046401515152,7562.156723484849,7425.491240530303,7516.6015625,64060000,0.6098
2022-10-12,BBCA.JK,7471.046663851351,7584.9345703125,7448.269082559122,7584.9345703125,47569700,1.5244
2022-10-13,BBCA.JK,7539.37939453125,7630.489719540691,7539.37939453125,7539.37939453125,62282800,0.0
2022-10-14,BBCA.JK,7562.156723484849,7607.711884469697,7516.6015625,7516.6015625,70642900,-0.6024
2022-10-17,BBCA.JK,7516.6015625,7562.156723484849,7448.268821022728,7516.6015625,56387500,0.0
2022-10-18,BBCA.JK,7539.379157744259,7721.599802040192,7516.601577207267,7562.15673828125,85665300,0.3021
2022-10-19,BBCA.JK,7516.6018132788895,7607.712138288331,7493.824232026529,7539.37939453125,66753500,0.303
